Order Date,Ship Date,Ship Mode,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,year,month
2014-03-26,2014-03-31,Second Class,Consumer,United States,Dallas,Texas,Central,Office Supplies,Paper,Xerox 1953,6.848,2,0.2,2.14,2014,March
2011-08-09,2011-08-13,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1091.168,4,0.2,68.198,2011,August
2011-08-09,2011-08-13,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,219.168,2,0.2,-43.8336,2011,August
2011-11-22,2011-11-25,First Class,Consumer,United States,Pasadena,Texas,Central,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,6.928,1,0.8,-11.0848,2011,November
2014-06-11,2014-06-11,Same Day,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",40.032,6,0.2,15.012,2014,June
2014-07-02,2014-07-09,Standard Class,Home Office,United States,Indianapolis,Indiana,Central,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,4,0.0,13.3176,2014,July
2014-07-02,2014-07-09,Standard Class,Home Office,United States,Indianapolis,Indiana,Central,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,169.99,1,0.0,78.1954,2014,July
2014-07-02,2014-07-09,Standard Class,Home Office,United States,Indianapolis,Indiana,Central,Office Supplies,Paper,Xerox 226,25.92,4,0.0,12.4416,2014,July
2011-11-21,2011-11-26,Standard Class,Corporate,United States,Richmond,Kentucky,South,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",36.99,1,0.0,9.9873,2011,November
2011-11-21,2011-11-26,Standard Class,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Paper,Multicolor Computer Printout Paper,629.1,6,0.0,301.968,2011,November
2011-11-21,2011-11-26,Standard Class,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,3,0.0,9.6975,2011,November
2011-11-21,2011-11-26,Standard Class,Corporate,United States,Richmond,Kentucky,South,Office Supplies,Art,Newell 322,5.46,3,0.0,1.4742,2011,November
2012-05-04,2012-05-05,First Class,Corporate,United States,Tinley Park,Illinois,Central,Furniture,Furnishings,Staples,22.288,7,0.6,-8.9152,2012,May
2014-05-30,2014-06-06,Standard Class,Consumer,United States,Houston,Texas,Central,Furniture,Furnishings,Eldon Executive Woodline II Cherry Finish Desk Accessories,65.424,4,0.6,-52.3392,2014,May
2012-10-17,2012-10-17,Same Day,Consumer,United States,Los Angeles,California,West,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2,0.0,3.894,2012,October
2011-04-23,2011-04-27,Standard Class,Home Office,United States,Columbus,Ohio,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,0.3,-12.0588,2011,April
2011-04-23,2011-04-27,Standard Class,Home Office,United States,Columbus,Ohio,East,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2,0.3,-12.0588,2011,April
2011-04-23,2011-04-27,Standard Class,Home Office,United States,Columbus,Ohio,East,Office Supplies,Binders,Zipper Ring Binder Pockets,7.488,8,0.7,-5.2416,2011,April
2011-04-23,2011-04-27,Standard Class,Home Office,United States,Columbus,Ohio,East,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336,4,0.2,7.8176,2011,April
2014-05-01,2014-05-07,Standard Class,Consumer,United States,Columbus,Ohio,East,Office Supplies,Paper,Xerox 222,10.368,2,0.2,3.6288,2014,May
2013-09-21,2013-09-25,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,Strathmore Photo Frame Cards,65.79,9,0.0,30.2634,2013,September
2013-09-21,2013-09-25,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,Fellowes PB200 Plastic Comb Binding Machine,271.984,2,0.2,88.3948,2013,September
2013-09-21,2013-09-25,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Art,Newell 343,11.76,4,0.0,3.1752,2013,September
2013-09-21,2013-09-25,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 1944,77.52,2,0.0,37.9848,2013,September
2013-09-21,2013-09-25,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,48.64,2,0.2,15.808,2013,September
2013-09-03,2013-09-03,Same Day,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,Fasteners,Colored Push Pins,1.81,1,0.0,0.6516,2013,September
2013-09-03,2013-09-03,Same Day,Consumer,United States,Madison,Wisconsin,Central,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0.0,3.8822,2013,September
2012-04-27,2012-05-02,Standard Class,Home Office,United States,Aurora,Colorado,West,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,43.56,5,0.2,3.267,2012,April
2012-04-27,2012-05-02,Standard Class,Home Office,United States,Aurora,Colorado,West,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2,0.2,0.73,2012,April
2012-09-06,2012-09-13,Standard Class,Home Office,United States,New York City,New York,East,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,2,0.1,60.392,2012,September
2013-05-29,2013-06-04,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0.0,78.672,2013,May
2013-05-29,2013-06-04,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,Xerox 1991,182.72,8,0.0,84.0512,2013,May
2013-05-29,2013-06-04,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Accessories,Imation Clip USB flash drive - 8 GB,131.6,7,0.0,7.896,2013,May
2013-05-29,2013-06-04,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,0.2,7.384,2013,May
2013-05-29,2013-06-04,Standard Class,Consumer,United States,Los Angeles,California,West,Technology,Machines,Okidata C331dn Printer,558.4,2,0.2,41.88,2013,May
2012-09-24,2012-09-28,Standard Class,Home Office,United States,Dubuque,Iowa,Central,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",15.24,4,0.0,6.858,2012,September
2012-09-24,2012-09-28,Standard Class,Home Office,United States,Dubuque,Iowa,Central,Furniture,Chairs,Hon Olson Stacker Stools,1408.1,10,0.0,394.268,2012,September
2014-07-04,2014-07-07,Second Class,Home Office,United States,Lancaster,Ohio,East,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4,0.2,11.1024,2014,July
2014-07-04,2014-07-07,Second Class,Home Office,United States,Lancaster,Ohio,East,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",215.148,2,0.4,-103.9882,2014,July
2014-07-04,2014-07-07,Second Class,Home Office,United States,Lancaster,Ohio,East,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6,0.2,11.223,2014,July
2014-12-09,2014-12-10,First Class,Consumer,United States,Inglewood,California,West,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,29.79,3,0.0,8.6391,2014,December
2014-12-09,2014-12-10,First Class,Consumer,United States,Inglewood,California,West,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2,0.0,15.468,2014,December
2014-12-09,2014-12-10,First Class,Consumer,United States,Inglewood,California,West,Office Supplies,Paper,Xerox 1968,60.12,9,0.0,28.8576,2014,December
2014-12-06,2014-12-10,Standard Class,Consumer,United States,Bellevue,Washington,West,Office Supplies,Binders,GBC Wire Binding Combs,24.816,3,0.2,8.3754,2014,December
2014-12-06,2014-12-10,Standard Class,Consumer,United States,Bellevue,Washington,West,Office Supplies,Binders,Zipper Ring Binder Pockets,14.976,6,0.2,5.4288,2014,December
2012-09-27,2012-09-29,First Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,Vinyl Sectional Post Binders,15.08,2,0.8,-22.62,2012,September
2012-09-27,2012-09-29,First Class,Consumer,United States,Chicago,Illinois,Central,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",24.288,3,0.6,-12.7512,2012,September
2014-10-31,2014-10-31,Same Day,Consumer,United States,Dallas,Texas,Central,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",16.192,2,0.6,-8.5008,2014,October
2014-10-31,2014-10-31,Same Day,Consumer,United States,Dallas,Texas,Central,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",251.006,2,0.3,-68.1302,2014,October
2014-10-31,2014-10-31,Same Day,Consumer,United States,Dallas,Texas,Central,Office Supplies,Storage,X-Rack File for Hanging Folders,54.192,6,0.2,4.0644,2014,October
2012-11-29,2012-11-30,Same Day,Home Office,United States,San Francisco,California,West,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",4.304,1,0.2,1.5602,2012,November
2011-03-11,2011-03-14,Second Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",108.92,14,0.0,49.014,2011,March
2014-11-20,2014-11-24,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Envelopes,Staples,16.74,3,0.0,8.37,2014,November
2014-11-20,2014-11-24,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,2504.74,7,0.0,626.185,2014,November
2013-07-30,2013-08-03,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",84.784,2,0.2,-16.9568,2013,July
2012-06-12,2012-06-17,Standard Class,Consumer,United States,Newark,Delaware,East,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",29.9,5,0.0,5.083,2012,June
2013-08-07,2013-08-08,First Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,Staples,70.88,2,0.0,33.3136,2013,August
2014-06-12,2014-06-16,Standard Class,Home Office,United States,Auburn,Alabama,South,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",3.76,2,0.0,1.0904,2014,June
2013-10-08,2013-10-14,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Binders,GBC Recycled VeloBinder Covers,27.264,2,0.2,8.8608,2013,October
2011-09-08,2011-09-14,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",56.65,5,0.0,24.3595,2011,September
2011-09-08,2011-09-14,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Storage,Pizazz Global Quick File,14.97,1,0.0,4.1916,2011,September
2011-09-08,2011-09-14,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Fasteners,Ideal Clamps,4.02,2,0.0,1.9698,2011,September
2011-03-16,2011-03-21,Second Class,Home Office,United States,Raleigh,North Carolina,South,Technology,Phones,Polycom VoiceStation 500 Conference phone,471.92,2,0.2,29.495,2011,March
2012-02-29,2012-03-02,Second Class,Consumer,United States,Macon,Georgia,South,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",58.72,4,0.0,27.0112,2012,February
2012-07-09,2012-07-14,Standard Class,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",5.16,3,0.2,0.8385,2012,July
2013-02-20,2013-02-27,Standard Class,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",16.496,2,0.2,5.5674,2013,February
2014-09-17,2014-09-19,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech Trackman Marble Mouse,71.976,3,0.2,19.7934,2014,September
2014-09-17,2014-09-19,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",22.512,3,0.2,2.2512,2014,September
2014-09-17,2014-09-19,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,Binder Posts,3.444,2,0.7,-2.7552,2014,September
2014-09-17,2014-09-19,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,538.194,2,0.7,-412.6154,2014,September
2014-09-17,2014-09-19,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.984,2,0.2,14.3952,2014,September
2014-11-06,2014-11-11,Second Class,Corporate,United States,Dallas,Texas,Central,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,492.768,4,0.2,55.4364,2014,November
2012-02-20,2012-02-23,Second Class,Consumer,United States,Perth Amboy,New Jersey,East,Office Supplies,Art,Sanford 52201 APSCO Electric Pencil Sharpener,286.79,7,0.0,74.5654,2012,February
2013-11-26,2013-12-01,Standard Class,Home Office,United States,Jacksonville,Florida,South,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5.08,1,0.2,1.651,2013,November
2014-12-04,2014-12-06,Second Class,Consumer,United States,Jacksonville,Florida,South,Technology,Accessories,Kensington Orbit Wireless Mobile Trackball for PC and Mac,47.992,1,0.2,7.1988,2014,December
2012-09-10,2012-09-14,Standard Class,Corporate,United States,Revere,Massachusetts,East,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,61.96,2,0.0,16.1096,2012,September
2012-09-10,2012-09-14,Standard Class,Corporate,United States,Revere,Massachusetts,East,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,361.96,2,0.0,83.2508,2012,September
2012-09-10,2012-09-14,Standard Class,Corporate,United States,Revere,Massachusetts,East,Office Supplies,Paper,Xerox 1960,278.82,9,0.0,125.469,2012,September
2013-12-15,2013-12-20,Standard Class,Consumer,United States,Jackson,Mississippi,South,Furniture,Furnishings,"Executive Impressions 14""",133.38,6,0.0,58.6872,2013,December
2012-04-06,2012-04-10,Standard Class,Consumer,United States,Jacksonville,North Carolina,South,Office Supplies,Paper,Xerox 1884,47.952,3,0.2,16.1838,2012,April
2013-12-02,2013-12-06,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2,0.0,4.3524,2013,December
2014-11-13,2014-11-18,Standard Class,Corporate,United States,Columbus,Ohio,East,Office Supplies,Paper,Strathmore Photo Mount Cards,10.848,2,0.2,3.5256,2014,November
2014-11-13,2014-11-18,Standard Class,Corporate,United States,Columbus,Ohio,East,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",18.544,2,0.2,3.0134,2014,November
2014-03-04,2014-03-11,Standard Class,Consumer,United States,Dearborn Heights,Michigan,Central,Furniture,Chairs,Global Ergonomic Managers Chair,180.98,1,0.0,47.0548,2014,March
2014-03-04,2014-03-11,Standard Class,Consumer,United States,Dearborn Heights,Michigan,Central,Technology,Accessories,Logitech Wireless Marathon Mouse M705,99.98,2,0.0,42.9914,2014,March
2013-11-28,2013-12-01,First Class,Corporate,United States,Overland Park,Kansas,Central,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",34.95,5,0.0,15.378,2013,November
2013-11-28,2013-12-01,First Class,Corporate,United States,Overland Park,Kansas,Central,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,152.0,5,0.0,69.92,2013,November
2011-08-31,2011-09-05,Standard Class,Consumer,United States,Santa Fe,New Mexico,West,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,92.52,9,0.0,18.504,2011,August
2013-12-09,2013-12-15,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Art,Newell 341,8.56,2,0.0,2.4824,2013,December
2013-12-09,2013-12-15,Standard Class,Corporate,United States,San Francisco,California,West,Office Supplies,Paper,Xerox 204,45.36,7,0.0,21.7728,2013,December
2013-12-09,2013-12-15,Standard Class,Corporate,United States,San Francisco,California,West,Furniture,Tables,Hon 94000 Series Round Tables,1421.664,6,0.2,-195.4788,2013,December
2011-04-07,2011-04-10,First Class,Consumer,United States,Mobile,Alabama,South,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",8.96,2,0.0,2.7776,2011,April
2011-08-27,2011-08-29,First Class,Corporate,United States,Springfield,Virginia,South,Technology,Phones,GE 30522EE2,579.95,5,0.0,168.1855,2011,August
2011-08-27,2011-08-29,First Class,Corporate,United States,Springfield,Virginia,South,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",29.12,4,0.0,12.5216,2011,August
2011-08-27,2011-08-29,First Class,Corporate,United States,Springfield,Virginia,South,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,1202.94,3,0.0,300.735,2011,August
2013-10-22,2013-10-27,Standard Class,Corporate,United States,Newark,Delaware,East,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,7.92,4,0.0,3.564,2013,October
